Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
163,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1202453.988,24539.8773,54.33333333,88.04733575,156,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,12269.93865,12269.93865,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25641.02564,25641.02564,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,299,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
254,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2456692.913,15748.0315,84.66666667,140.5856797,247,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,7874.0157480000025,7874.0157480000025,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,40,0,0,0,0,0,0,2,56,2,568,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
78,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
120689,2,2,76,262,38,38,38.0,0.0,131,131,131.0,0.0,2800.586632,33.14303706,40229.66667,69673.76446,120682,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,16.57151853,16.57151853,38,131,75.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,94.0,38.0,131.0,64,0,0,0,0,0,0,2,76,2,262,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
291,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,975945.0172,13745.704469999999,97.0,165.4116078,288,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,6872.852234,6872.852234,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
181,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,883977.9006,22099.447509999998,60.33333333,64.39202849,130,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11049.723759999999,11049.723759999999,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39591,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,4142.355586,101.03306309999999,13197.0,22854.41043,39587,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,50.51653153,50.51653153,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
65725,4,2,232,248,58,58,58.0,0.0,124,124,124.0,0.0,7303.157094,91.28946367,13145.0,26383.30302,60157,48,60255,20085.0,34703.36998,60157,49,48,48.0,0.0,48,48,0,0,0,0,128,64,60.85964245,30.42982122,58,124,76.85714286,32.20470241,1037.142857,0,0,0,0,0,0,0,0,0,89.66666667,58.0,124.0,128,0,0,0,0,0,0,4,232,2,248,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52906,2,2,74,278,37,37,37.0,0.0,139,139,139.0,0.0,6653.309644,75.60579140000002,17635.33333,30540.96325,52901,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,37.80289570000001,37.80289570000001,37,139,77.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,97.25,37.0,139.0,40,0,0,0,0,0,0,2,74,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11312428,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,420.1573703,4.685112692,217546.6923,590685.6827,2256205,3,9800165,490008.25,869604.6922,2305545,328,11300000,364912.6452,733257.9509,2256205,3,0,0,0,0,680,1032,1.8563654059999999,2.828747286,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
264,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,871212.1212,15151.51515,88.0,146.35914730000005,257,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,7575.757576000001,7575.757576000001,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,64,0,0,0,0,0,0,2,76,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11657087,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,407.7347969,4.5465904130000006,224174.75,605673.5829,2392242,4,9218448,460922.4,807689.8015,1982618,316,11700000,376030.7097,751474.5638,2392242,4,0,0,0,0,680,1032,1.80147922,2.745111193,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
155,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1109677.419,25806.45161,51.66666667,84.29313929999998,149,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12903.22581,12903.22581,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.163269999997,20408.163269999997,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
171,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,1660818.7130000002,23391.812869999998,57.0,92.66606714,164,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11695.90643,11695.90643,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
191,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1026178.01,20942.40838,63.66666667,68.85007867,139,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,10471.20419,10471.20419,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
268,2,2,76,472,38,38,38.0,0.0,236,236,236.0,0.0,2044776.119,14925.373130000002,89.33333333,112.8287788,217,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,7462.686567,7462.686567,38,236,117.2,108.4490664,11761.2,0,0,0,0,0,0,0,0,1,146.5,38.0,236.0,64,0,0,0,0,0,0,2,76,2,472,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
30838,2,2,94,268,47,47,47.0,0.0,134,134,134.0,0.0,11738.76386,129.7100979,10279.33333,17760.17456,30787,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,64.85504897,64.85504897,47,134,81.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,102.25,47.0,134.0,40,0,0,0,0,0,0,2,94,2,268,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
24223,2,2,90,654,45,45,45.0,0.0,327,327,327.0,0.0,30714.61008,165.13231230000002,8074.333333,13979.95942,24217,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,82.56615613,82.56615613,45,327,157.8,154.4577612,23857.2,0,0,0,0,0,0,0,0,1,197.25,45.0,327.0,64,0,0,0,0,0,0,2,90,2,654,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,946,16078,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11346167,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,418.9079889,4.583045534,222473.8627,599404.2733,2410851,18,9258333,462916.65,826527.5997,2469776,448,11300000,378201.8333,747489.6934,2410851,47,0,0,0,0,680,1000,1.850845312,2.732200222,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
28,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,35714.285710000004,35714.285710000004,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
200,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,460000.0,20000.0,66.66666667,30.59956427,102,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,10000.0,10000.0,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
128604,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1555.161581,31.10323163,42868.0,74242.62582,128596,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,15.55161581,15.55161581,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,64,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
200,2,2,80,336,40,40,40.0,0.0,168,168,168.0,0.0,2080000.0,20000.0,66.66666667,109.4090185,193,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10000.0,10000.0,40,168,91.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,114.0,40.0,168.0,64,0,0,0,0,0,0,2,80,2,336,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
26005575,4,4,164,458,42,40,41.0,1.154700538,137,92,114.5,25.98076211,23.91794836,0.307626346,3715082.143,9806607.881000001,26000000,4,26000000,8668262.332999999,15000000.0,26000000,4,26000000,8651742.332999999,15000000.0,26000000,49,0,0,0,0,80,104,0.153813173,0.153813173,40,137,73.77777778,41.78749148,1746.1944440000002,0,0,0,0,0,0,0,0,1,83.0,41.0,114.5,80,0,0,0,0,0,0,4,164,4,458,-1,-1,3,20,50401.0,0.0,50401,50401,26000000.0,0.0,26000000,26000000,BENIGN
10872161,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,437.1715982,4.874835831,209080.0192,567119.0543,2410541,3,9065077,453253.85,812565.2042,2482524,510,10900000,350710.4194,703938.3809999998,2410541,3,0,0,0,0,680,1032,1.931538725,2.943297105,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
56,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,53571.42857,28.0,38.18376618,55,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,32,35714.285710000004,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,357,576,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
29012,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.93699159,29012.0,0.0,29012,29012,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34.46849579,34.46849579,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,29200,16384,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
30511,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,4981.809839000001,65.55012946,30511.0,0.0,30511,30511,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,32.77506473,32.77506473,62,90,71.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,107.0,62.0,90.0,40,0,0,0,0,0,0,1,62,1,90,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
185,2,2,68,280,34,34,34.0,0.0,140,140,140.0,0.0,1881081.081,21621.621619999998,61.66666667,101.6136474,179,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10810.810809999999,10810.810809999999,34,140,76.4,58.058591099999994,3370.8,0,0,0,0,0,0,0,0,1,95.5,34.0,140.0,40,0,0,0,0,0,0,2,68,2,280,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123092,2,2,78,194,39,39,39.0,0.0,97,97,97.0,0.0,2209.729308,32.49601924,41030.66667,71062.00318,123086,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,16.24800962,16.24800962,39,97,62.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,77.75,39.0,97.0,40,0,0,0,0,0,0,2,78,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
30889,2,2,102,210,51,51,51.0,0.0,105,105,105.0,0.0,10100.68309,129.4959371,10296.33333,17827.71029,30882,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.74796853,64.74796853,51,105,72.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,90.75,51.0,105.0,40,0,0,0,0,0,0,2,102,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
249,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,891566.2651,16064.25703,83.0,142.0281662,247,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8032.128514,8032.128514,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56092,2,2,80,188,40,40,40.0,0.0,94,94,94.0,0.0,4777.864936,71.31141696,18697.33333,32381.26721,56088,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,35.65570848,35.65570848,40,94,61.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,77.0,40.0,94.0,64,0,0,0,0,0,0,2,80,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
65,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61538.46154,21.66666667,35.79571669,63,1,0,0.0,0.0,0,0,2,1.0,0.0,1,1,0,0,0,0,32,60,15384.615380000001,46153.84615,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,3,0,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11382753,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,417.5615512,4.656167098,218899.0962,590716.4228,2023132,3,9419756,470987.8,828476.9658,2069553,316,11400000,367181.2258,732834.071,2023132,3,0,0,0,0,680,1032,1.8448963969999999,2.811270701,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
123424,2,2,68,326,34,34,34.0,0.0,163,163,163.0,0.0,3192.247861,32.40860773,41141.33333,71253.68347,123418,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,16.20430386,16.20430386,34,163,85.6,70.65620992,4992.3,0,0,0,0,0,0,0,0,1,107.0,34.0,163.0,64,0,0,0,0,0,0,2,68,2,326,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,352272.7273,45454.54545,29.33333333,46.50089605,83,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,20,34090.90909,11363.636359999999,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,60,0,0,0,0,0,0,3,31,1,0,1161,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,179,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
108,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18518.518519999998,108.0,0.0,108,108,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9259.259259,9259.259259,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
67,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14925.373130000002,14925.373130000002,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
11841172,23,31,2008,2745,640,0,87.30434783,136.3399611,976,0,88.5483871,223.315,401.396078,4.560359397,223418.3396,611493.189,2428142,46,9819082,446321.9091,850815.2629,2500762,387,11800000,394701.9333,775028.8509999998,2428142,48,0,0,0,0,744,1000,1.942375299,2.617984098,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,87.30434783,88.5483871,744,0,0,0,0,0,0,23,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
28598,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,4056.227708,69.93496049,28598.0,0.0,28598,28598,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,34.96748024,34.96748024,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83.0,50.0,66.0,32,0,0,0,0,0,0,1,50,1,66,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
105,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19047.61905,105.0,0.0,105,105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9523.809524,9523.809524,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
38299,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52.22068461,38299.0,0.0,38299,38299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26.11034231,26.11034231,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,256,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
199,2,2,56,190,28,28,28.0,0.0,95,95,95.0,0.0,1236180.905,20100.50251,66.33333333,109.6965511,193,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10050.25126,10050.25126,28,95,54.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,68.5,28.0,95.0,64,0,0,0,0,0,0,2,56,2,190,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce
242,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2578512.397,16528.925619999998,80.66666667,133.6575225,235,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,8264.462809999999,8264.462809999999,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,64,0,0,0,0,0,0,2,56,2,568,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
